transaction_id,timestamp,customer_id,customer_home_country,card_last4,amount,currency,merchant_category,merchant_country,channel,device_id,ip_country,account_age_days,customer_avg_amount_30d,customer_txn_count_1h,is_fraud
TXN20001485,2025-12-07T19:00:06,CUST100088,RU,6809,1998.18,RUB,utility_payment,RU,POS,DEV-51941902,,1209,2415.22,0,0
TXN20001486,2026-01-09T23:40:34,CUST100088,RU,8701,782.37,RUB,utility_payment,RU,online,DEV-51941902,RU,1242,782.37,0,0
TXN20001487,02.02.2026 20:31,CUST100088,RU,7688,2300.79,RUB,,RU,POS,DEV-51941902,,1266,782.37,0,0
TXN20001488,2026-02-05T17:50:21,CUST100088,RU,6601,1791.94,RUB,utility_payment,RU,POS,DEV-51941902,,1269,1541.58,0,0
TXN20001489,2026-02-06T23:50:01,CUST100088,RU,5869,1868.68,RUB,gambling,RU,POS,DEV-51941902,,1270,1625.04,0,0
TXN20001490,2026-02-24T22:10:46,CUST100088,RU,8028,1354.48,RUB,gambling,RU,mobile_app,DEV-51941902,RU,1288,1987.14,0,0
TXN20001491,2026-03-04T19:37:24,CUST100088,RU,9512,805.23,RUB,crypto_exchange,RU,POS,DEV-51941902,,1296,1828.97,0,0
TXN20001492,2026-03-10T17:49:25,CUST100088,RU,8598,2524.99,RUB,pharmacy,RU,mobile_app,DEV-51941902,RU,1302,1079.85,0,0
TXN20001493,2026-04-05T20:18:08,CUST100088,RU,2107,1929.38,RUB,crypto_exchange,RU,POS,DEV-51941902,,1328,2524.99,0,0
TXN20001494,2026-04-15T16:10:07,CUST100088,RU,4056,3145.14,RUB,pharmacy,RU,POS,DEV-51941902,,1338,1929.38,0,0
TXN20001495,2026-05-19T23:53:24,CUST100088,RU,3292,648.61,RUB,pharmacy,RU,POS,DEV-51941902,,1372,648.61,0,0
TXN20001496,2026-05-24T19:36:14,CUST100088,RU,4265,2951.56,RUB,gambling,RU,online,DEV-48161768,RU,1377,648.61,0,0
TXN20001497,2026-06-01T21:13:38,CUST100088,RU,8893,3406.03,RUB,pharmacy,RU,POS,DEV-48161768,,1385,1800.08,0,0
TXN20001498,2026-06-16T17:31:14,CUST100088,RU,7009,1207.66,RUB,,RU,mobile_app,DEV-51941902,RU,1400,2335.4,0,0
TXN20001499,2026-06-16T19:52:27,CUST100088,RU,4389,1107.72,RUB,crypto_exchange,RU,online,DEV-48161768,RU,1400,2053.46,0,0
TXN20001500,2026-06-27T20:02:27,CUST100088,RU,1183,677.64,RUB,gambling,RU,POS,DEV-51941902,,1411,1907.13,0,0
TXN20001501,2026-06-28T19:15:22,CUST100088,RU,3515,1512.8,RUB,gambling,RU,POS,DEV-51941902,,1412,1599.76,0,0
TXN20001502,2026-07-06T21:20:42,CUST100088,RU,1255,1455.9,RUB,travel,RU,online,DEV-51941902,RU,1420,1126.45,0,0
TXN20001503,2026-07-07T18:33:32,CUST100088,RU,6384,2341.07,RUB,utility_payment,RU,POS,DEV-51941902,,1421,1192.34,0,0
TXN20001504,2026-07-25T20:02:40,CUST100088,RU,2897,1886.42,RUB,crypto_exchange,RU,POS,DEV-48161768,,1439,1496.85,0,0
TXN20001505,2026-07-30T20:19:12,CUST100088,RU,8881,1330.82,RUB,travel,RU,mobile_app,DEV-48161768,RU,1444,1894.46,0,0
TXN20001506,2026-08-29T21:48:38,CUST100088,,6950,422.68,RUB,clothing,RU,mobile_app,DEV-48161768,RU,1474,422.68,0,0
TXN20001507,2025-09-04T12:18:31,CUST100089,RU,9134,4092.2,RUB,online_marketplace,RU,online,DEV-54713381,RU,1100,4092.2,0,0
TXN20001508,2025-10-15T11:57:31,CUST100089,RU,5345,2508.84,RUB,transport,RU,mobile_app,DEV-54713381,RU,1141,2508.84,0,0
TXN20001509,2025-10-23T12:21:55,CUST100089,RU,6964,5064.17,RUB,transport,RU,POS,DEV-70805964,,1149,2508.84,0,0
TXN20001510,2025-11-21T09:08:03,CUST100089,RU,3297,5352.9,RUB,online_marketplace,RU,ATM,DEV-70805964,,1178,5064.17,0,0
TXN20001511,2025-11-29T18:42:51,CUST100089,RU,8132,4147.39,RUB,online_marketplace,RU,mobile_app,DEV-70805964,RU,1186,5352.9,0,0
TXN20001512,2025-12-19T09:43:11,CUST100089,RU,7306,4212.43,RUB,transport,RU,online,DEV-54713381,RU,1206,4750.14,0,0
TXN20001513,2026-02-06T05:43:51,CUST100089,,1897,4020.9,RUB,online_marketplace,RU,POS,DEV-99215790,,1255,4020.9,0,0
TXN20001514,2026-02-06T10:38:33,CUST100089,RU,1523,6518.77,RUB,transport,RU,POS,DEV-54713381,,1255,4020.9,0,0
TXN20001515,2026-02-13T08:28:54,CUST100089,RU,8389,2360.89,RUB,online_marketplace,RU,ATM,DEV-99215790,,1262,5269.83,0,0
TXN20001516,2026-03-21T05:55:29,CUST100089,RU,8027,3225.54,RUB,transport,RU,POS,DEV-54713381,,1298,3225.54,0,0
TXN20001517,2026-04-02T08:05:17,CUST100089,RU,6606,4363.67,RUB,online_marketplace,RU,online,DEV-99215790,RU,1310,3225.54,0,0
TXN20001518,2026-04-03T11:22:45,CUST100089,RU,4748,7244.99,RUB,transport,RU,mobile_app,DEV-99215790,RU,1311,3794.61,0,0
TXN20001519,2026-04-28T05:36:02,CUST100089,RU,7287,10292.11,RUB,crypto_exchange,RU,POS,DEV-99215790,,1336,5804.33,0,0
TXN20001520,2026-07-18T06:04:23,CUST100089,RU,4030,N/A,RUB,transport,RU,POS,DEV-99215790,,1417,5034.03,0,0
TXN20001521,2026-07-24T11:19:35,CUST100089,RU,8881,4720.94,RUB,transport,RU,mobile_app,DEV-70805964,RU,1423,5034.03,0,0
TXN20001522,2026-08-14T14:17:56,CUST100089,RU,6629,2769.54,rub,transport,RU,mobile_app,DEV-99215790,RU,1444,4877.49,0,0
TXN20001523,2025-09-19T20:20:42,CUST100090,RU,5591,667.15,RUB,gambling,RU,mobile_app,DEV-62676076,RU,2139,667.15,0,0
TXN20001524,2025-10-14T17:43:35,CUST100090,RU,4154,1953.54,RUB,transport,RU,POS,DEV-62676076,,2164,667.15,0,0
TXN20001525,2025-10-17T17:36:50,CUST100090,RU,9372,827.17,RUB,pharmacy,RU,online,DEV-62676076,RU,2167,1310.34,0,0
TXN20001526,2025-11-23T22:35:53,CUST100090,RU,5766,355.79,RUB,pharmacy,RU,online,DEV-62676076,RU,2204,355.79,0,0
TXN20001527,2026-01-19T18:22:23,CUST100090,RU,3663,411.3,RUB,transport,RU,online,DEV-62676076,RU,2261,411.3,0,0
TXN20001528,2026-02-07T16:56:28,CUST100090,RU,3215,606.41,RUB,transport,RU,ATM,,,2280,411.3,0,0
TXN20001529,2026-04-13T21:19:17,CUST100090,RU,3792,947.36,RUB,electronics,RU,POS,DEV-62676076,,2345,947.36,0,0
TXN20001530,2026-05-01T16:12:01,CUST100090,RU,3405,1161.32,RUB,gambling,RU,online,DEV-62676076,RU,2363,947.36,0,0
TXN20001531,2026-06-12T18:39:30,CUST100090,RU,4641,1307.48,RUB,electronics,RU,mobile_app,DEV-62676076,RU,2405,1307.48,0,0
TXN20001532,2026-06-21T14:08:22,CUST100090,RU,2103,437.49,RUB,gambling,RU,mobile_app,DEV-62676076,RU,2414,1307.48,0,0
TXN20001533,09.07.2026 19:59,CUST100090,RU,9613,197.37,RUB,electronics,RU,mobile_app,DEV-62676076,RU,2432,872.49,0,0
TXN20001534,2026-08-07T19:55:21,CUST100090,RU,6525,614.95,RUB,electronics,RU,POS,DEV-62676076,,2461,197.37,0,0
TXN20001535,2025-11-02T12:10:05,CUST100091,RU,9101,371.82,RUB,crypto_exchange,RU,POS,DEV-18621979,,3582,371.82,0,0
TXN20001536,2025-11-06T14:29:02,CUST100091,RU,5412,503.64,RUB,restaurant,RU,POS,DEV-87104568,,3586,371.82,0,0
TXN20001537,2026-01-06T09:42:55,CUST100091,RU,6172,404.26,RUB,transport,RU,online,DEV-18621979,RU,3647,404.26,0,0
TXN20001538,2026-02-15T00:08:49,CUST100091,RU,9561,5801.39,usd,crypto_exchange,TR,online,DEV-96052975,TR,3687,5801.39,0,1
TXN20001539,2026-02-15T00:11:34,CUST100091,RU,4819,42.68,USD,online_marketplace,TR,online,DEV-96052975,RU,3687,5801.39,1,1
TXN20001540,2026-02-15T00:15:05,CUST100091,RU,5185,3720.69,USD,jewelry,TR,online,DEV-96052975,RU,3687,2922.04,2,1
TXN20001541,2026-02-15T00:22:07,CUST100091,RU,6273,15.14,USD,electronics,TR,online,,RU,3687,3188.25,3,1
TXN20001542,2026-02-15T00:24:31,CUST100091,RU,9273,2276.59,USD,electronics,TR,online,DEV-96052975,RU,3687,2394.97,4,1
TXN20001543,2026-02-15T00:27:18,CUST100091,RU,4873,6825.72,USD,gambling,TR,online,DEV-96052975,RU,3687,2371.3,5,1
TXN20001544,2026-02-15T00:28:36,CUST100091,RU,8328,26.95,USD,crypto_exchange,TR,online,DEV-96052975,RU,3687,3113.7,6,1
TXN20001545,2026-02-15T00:37:56,CUST100091,RU,2759,27.73,USD,electronics,TR,online,DEV-96052975,RU,3687,2672.74,7,0
TXN20001546,2026-02-15T00:42:41,CUST100091,RU,6860,4646.29,USD,online_marketplace,TR,online,DEV-96052975,RU,3687,2342.11,8,1
TXN20001547,2026-02-15T00:52:22,CUST100091,RU,1140,17.47,USD,crypto_exchange,TR,online,DEV-96052975,RU,3687,2598.13,9,1
TXN20001548,2026-05-08T09:41:28,CUST100091,RU,3077,245.39,RUB,restaurant,RU,online,,RU,3769,245.39,0,0
TXN20001549,2026-08-05T09:29:38,CUST100091,RU,7911,523.88,RUB,,RU,POS,DEV-18621979,,3858,523.88,0,0
TXN20001550,2026-08-09T13:40:02,CUST100091,RU,7697,1840.18,RUB,restaurant,RU,mobile_app,DEV-87104568,RU,3862,523.88,0,0
TXN20001551,2025-09-04T11:04:33,CUST100092,RU,4426,2057.35,RUB,electronics,RU,mobile_app,DEV-67275032,RU,894,2057.35,0,0
TXN20001552,2025-09-09T09:04:27,CUST100092,RU,8005,6954.67,RUB,fuel,RU,POS,DEV-67275032,,899,2057.35,0,0
TXN20001553,2025-09-10T06:34:14,CUST100092,RU,4412,1680.28,RUB,transport,RU,mobile_app,DEV-67275032,RU,900,4506.01,0,0
TXN20001554,2025-09-16T07:20:05,CUST100092,RU,6065,2211.45,RUB,pharmacy,RU,POS,DEV-67275032,,906,3564.1,0,0
TXN20001555,2025-09-20T11:17:47,CUST100092,RU,2629,5615.68,RUB,restaurant,RU,online,DEV-66312707,RU,910,3225.94,0,0
TXN20001556,2025-09-22T02:05:09,CUST100092,RU,4751,3634.34,RUB,electronics,RU,POS,DEV-67275032,,912,3703.89,0,0
TXN20001557,2025-10-25T08:04:03,CUST100092,RU,7410,999.27,RUB,restaurant,RU,online,DEV-67275032,RU,945,999.27,0,0
TXN20001558,2025-11-04T11:33:52,CUST100092,RU,5435,4702.92,RUB,electronics,RU,POS,DEV-67275032,,955,999.27,0,0
TXN20001559,09.12.2025 08:35,CUST100092,RU,2982,1949.94,RUB,pharmacy,RU,POS,DEV-67275032,,990,1949.94,0,0
TXN20001560,2025-12-09T09:36:13,CUST100092,RU,9027,3367.99,RUB,fuel,RU,POS,DEV-67275032,,990,1949.94,0,0
TXN20001561,2025-12-10T07:18:24,CUST100092,RU,8587,2401.99,RUB,fuel,RU,online,DEV-66312707,RU,991,2658.97,0,0
TXN20001562,2025-12-17T12:07:53,CUST100092,RU,4229,2129.6,RUB,restaurant,RU,POS,DEV-66312707,,998,2573.31,0,0
TXN20001563,2026-01-13T09:17:40,CUST100092,RU,8891,3052.11,RUB,pharmacy,RU,POS,DEV-66312707,,1025,2129.6,0,0
TXN20001564,2026-01-18T06:40:36,CUST100092,RU,6520,1626.64,RUB,transport,RU,online,DEV-67275032,RU,1030,3052.11,0,0
TXN20001565,2026-03-20T10:30:37,CUST100092,RU,8250,3619.76,RUB,restaurant,RU,online,DEV-66312707,RU,1091,3619.76,0,0
TXN20001566,2026-03-29T08:05:52,CUST100092,RU,4285,8038.24,RUB,electronics,RU,POS,DEV-67275032,,1100,3619.76,0,0
TXN20001567,2026-04-24T07:31:12,CUST100092,RU,3764,3344.1,RUB,transport,RU,online,DEV-67275032,RU,1126,8038.24,0,0
TXN20001568,2026-05-02T06:58:28,CUST100092,RU,4528,3623.56,RUB,transport,RU,POS,DEV-67275032,,1134,3344.1,0,0
TXN20001569,2026-06-23T08:44:32,CUST100092,RU,4136,2882.23,RUB,pharmacy,RU,POS,DEV-66312707,,1186,2882.23,0,0
TXN20001570,2026-07-05T13:45:36,CUST100092,RU,5048,2942.54,RUB,restaurant,RU,POS,DEV-66312707,,1198,2882.23,0,0
TXN20001571,2026-07-15T07:19:00,CUST100092,RU,3564,2076.42,RUB,transport,RU,online,DEV-67275032,RU,1208,2912.38,0,0
TXN20001572,2026-08-08T13:20:34,CUST100092,RU,5792,3643.68,RUB,restaurant,RU,online,DEV-66312707,RU,1232,2076.42,0,0
TXN20001573,2026-08-24T07:01:54,CUST100092,RU,8205,2311.17,RUB,electronics,RU,online,DEV-67275032,RU,1248,3643.68,0,0
TXN20001574,2026-09-02T15:17:25,CUST100092,RU,1592,2182.47,RUB,transport,RU,POS,DEV-66312707,,1257,2977.42,0,0
TXN20001575,2025-09-04T11:31:40,CUST100093,RU,9116,1662.26,RUB,subscription,RU,POS,DEV-71927225,,3342,1662.26,0,0
TXN20001576,2025-09-14T11:55:44,CUST100093,RU,4720,1246.31,RUB,travel,RU,POS,DEV-71927225,,3352,1662.26,0,0
TXN20001577,2025-10-18T09:33:49,CUST100093,RU,6739,1211.91,RUB,subscription,RU,POS,DEV-74207434,,3386,1211.91,0,0
TXN20001578,2025-10-31T09:53:58,CUST100093,RU,4507,11142.23,RUB,subscription,RU,mobile_app,DEV-74207434,RU,3399,1211.91,0,0
TXN20001579,2025-12-31T08:45:13,CUST100093,RU,1137,1315.02,RUB,gambling,RU,POS,DEV-74207434,,3460,1315.02,0,0
TXN20001580,2026-04-08T12:06:06,CUST100093,RU,5928,8609.53,RUB,grocery,RU,POS,DEV-77591759,,3558,8609.53,0,0
TXN20001581,2026-06-08T10:22:59,CUST100093,RU,5632,2944.27,RUB,subscription,RU,mobile_app,DEV-71927225,RU,3619,2944.27,0,0
TXN20001582,2026-06-11T14:45:42,CUST100093,RU,7657,1858.94,RUB,travel,RU,mobile_app,DEV-74207434,RU,3622,2944.27,0,0
TXN20001583,2026-06-16T11:32:05,CUST100093,RU,4819,2614.31,RUB,subscription,RU,online,DEV-77591759,RU,3627,2401.6,0,0
TXN20001584,2026-07-17T09:20:58,CUST100093,RU,4374,3416.15,RUB,subscription,RU,mobile_app,DEV-77591759,RU,3658,3416.15,0,0
TXN20001585,2026-08-19T14:47:12,CUST100093,RU,2581,6703.16,RUB,travel,RU,POS,DEV-74207434,,3691,6703.16,0,0
TXN20001586,2025-09-18T12:31:50,CUST100094,RU,2466,"2 282,96",RUB,gambling,RU,online,DEV-46217391,RU,1996,2282.96,0,0
TXN20001587,2025-09-26T18:00:28,CUST100094,RU,2578,2270.16,RUB,fuel,RU,online,DEV-46217391,RU,2004,2282.96,0,0
TXN20001588,2025-09-29T13:22:23,CUST100094,RU,6865,3474.44,RUB,gambling,RU,online,DEV-16847607,RU,2007,2276.56,0,0
TXN20001589,2025-10-14T23:47:35,CUST100094,RU,2462,2047.48,RUB,p2p_transfer,RU,POS,DEV-73365981,,2022,2675.85,0,0
TXN20001590,2025-10-16T11:58:02,CUST100094,RU,8724,4151.13,RUB,p2p_transfer,RU,online,DEV-73365981,RU,2024,2518.76,0,0
TXN20001591,2025-11-12T14:02:02,CUST100094,RU,7288,1187.56,RUB,fuel,RU,mobile_app,DEV-16847607,RU,2051,3099.31,0,0
TXN20001592,2025-12-17T12:13:16,CUST100094,RU,7133,956.54,RUB,gambling,RU,POS,DEV-73365981,,2086,956.54,0,0
TXN20001593,2025-12-28T13:22:31,CUST100094,RU,7819,2743.75, RUB ,gambling,RU,POS,DEV-16847607,,2097,956.54,0,0
TXN20001594,2026-01-04T17:38:00,CUST100094,RU,1501,1661.02,RUB,fuel,RU,POS,DEV-46217391,,2104,1850.15,0,0
TXN20001595,2026-03-05T15:29:59,CUST100094,RU,3661,4987.15,RUB,fuel,RU,mobile_app,DEV-73365981,RU,2164,4987.15,0,0
TXN20001596,2026-03-06T14:11:49,CUST100094,RU,7942,924.55,RUB,gambling,RU,POS,DEV-46217391,,2165,4987.15,0,0
TXN20001597,2026-03-23T13:54:23,CUST100094,RU,1234,6708.68,RUB,p2p_transfer,RU,online,DEV-16847607,RU,2182,2955.85,0,0
TXN20001598,2026-03-23T14:19:08,CUST100094,RU,2503,2779.71,RUB,p2p_transfer,RU,POS,DEV-16847607,,2182,4206.79,1,0
TXN20001599,2026-05-05T11:22:58,CUST100094,RU,8086,4402.76,RUB,fuel,RU,POS,DEV-16847607,,2225,4402.76,0,0
TXN20001600,2026-05-11T14:35:28,CUST100094,RU,8615,2544.82,RUB,fuel,RU,mobile_app,,RU,2231,4402.76,0,0
TXN20001601,2026-05-18T11:43:44,CUST100094,RU,2952,2264.29,RUB,gambling,RU,mobile_app,DEV-73365981,RU,2238,3473.79,0,0
TXN20001602,2026-05-27T16:41:02,CUST100094,RU,8951,5609.44,RUB,fuel,RU,POS,DEV-73365981,,2247,3070.62,0,0
TXN20001603,2026-06-15T12:12:49,CUST100094,RU,7274,1805.73,RUB,gambling,RU,mobile_app,DEV-73365981,RU,2266,3936.86,0,0
TXN20001604,2025-10-11T15:04:25,CUST100095,RU,1404,2330.68,RUB,online_marketplace,RU,online,DEV-90162108,RU,3592,2330.68,0,0
TXN20001605,2025-11-20T12:46:02,CUST100095,RU,9762,1899.85,RUB,p2p_transfer,RU,POS,DEV-90162108,,3632,1899.85,0,0
TXN20001606,2026-05-04T09:55:40,CUST100095,RU,1250,1543.43,RUB,entertainment,RU,online,DEV-90162108,RU,3797,1543.43,0,0
TXN20001607,2026-05-08T12:21:08,CUST100095,RU,6682,2479.07,RUB,p2p_transfer,RU,POS,DEV-90162108,,3801,1543.43,0,0
TXN20001608,2026-05-30T13:54:32,CUST100095,RU,2124,3813.73,RUB,entertainment,RU,mobile_app,DEV-90162108,RU,3823,2011.25,0,0
TXN20001609,2025-12-06T17:00:15,CUST100096,RU,9918,1781.14,RUB,restaurant,RU,POS,DEV-57015340,,1599,1781.14,0,0
TXN20001610,2025-12-31T14:46:43,CUST100096,RU,5088,839.53,RUB,restaurant,RU,ATM,DEV-57015340,,1624,1781.14,0,0
TXN20001611,2026-02-02T18:45:39,CUST100096,RU,1440,1633.17,RUB,gambling,RU,online,DEV-57015340,RU,1657,1633.17,0,0
TXN20001612,2026-05-15T12:38:48,CUST100096,RU,4914,729.03,RUB,subscription,RU,POS,DEV-57015340,,1759,729.03,0,0
TXN20001613,2026-05-15T13:57:22,CUST100096,RU,7985,1406.78,RUB,p2p_transfer,RU,online,DEV-56418854,RU,1759,729.03,0,0
TXN20001614,2026-05-30T19:55:59,CUST100096,RU,4639,2041.32,RUB,restaurant,RU,POS,DEV-56418854,,1774,1067.9,0,0
TXN20001615,2026-06-20T16:06:19,CUST100096,RU,9706,1219.97,RUB,subscription,RU,POS,DEV-56418854,,1795,2041.32,0,0
TXN20001616,2026-06-21T15:37:47,CUST100096,RU,8438,1962.7,RUB,gambling,RU,ATM,DEV-56418854,,1796,1630.65,0,0
TXN20001617,2026-07-15T15:36:24,CUST100096,RU,4485,1096.69,RUB,gambling,RU,online,DEV-57015340,RU,1820,1591.33,0,0
TXN20001618,2026-07-28T17:23:37,CUST100096,RU,4856,1372.06,RUB,p2p_transfer,RU,mobile_app,DEV-56418854,RU,1833,1096.69,0,0
TXN20001619,2026-08-05T11:52:44,CUST100096,RU,4701,1943.27,RUB, SUBSCRIPTION ,RU,POS,DEV-57015340,,1841,1234.38,0,0
TXN20001620,2026-08-11T15:51:57,CUST100096,RU,2993,1096.03,USD,p2p_transfer,KZ,online,DEV-56418854,RU,1847,1470.67,0,0
TXN20001621,2026-08-17T16:30:49,CUST100096,RU,7258,1631.78,RUB,subscription,RU,online,DEV-57015340,RU,1853,1470.46,0,0
TXN20001622,2025-09-12T08:42:11,CUST100097,RU,9474,10513.63,RUB,crypto_exchange,RU,mobile_app,DEV-28143775,RU,3647,10513.63,0,0
TXN20001623,2025-09-13T07:53:34,CUST100097,RU,8387,2143.4,USD,crypto_exchange,CN,POS,DEV-78633227,,3648,10513.63,0,0
TXN20001624,2025-10-03T08:33:57,CUST100097,RU,9747,3086.84,RUB,crypto_exchange,RU,online,DEV-99429191,RU,3668,6328.51,0,0
TXN20001625,2025-12-01T07:36:55,CUST100097,RU,5563,5487.42,RUB,,RU,POS,DEV-78633227,,3727,5487.42,0,0
TXN20001626,2025-12-03T05:50:53,CUST100097,RU,8957,4127.14,RUB,p2p_transfer,RU,POS,DEV-28143775,,3729,5487.42,0,0
TXN20001627,2025-12-16T03:10:01,CUST100097,RU,9821,5323.58,RUB,p2p_transfer,RU,mobile_app,DEV-28143775,RU,3742,4807.28,0,0
TXN20001628,2025-12-17T07:49:32,CUST100097,,7821,2687.84,RUB,crypto_exchange,RU,POS,DEV-99429191,,3743,4979.38,0,0
TXN20001629,2026-01-05T09:36:49,CUST100097,RU,3918,8703.09,RUB,p2p_transfer,RU,mobile_app,DEV-78633227,RU,3762,4005.71,0,0
TXN20001630,2026-01-30T06:24:40,CUST100097,RU,5688,3223.89,RUB,atm_withdrawal,RU,mobile_app,DEV-99429191,RU,3787,8703.09,0,0
TXN20001631,2026-02-01T05:37:59,CUST100097,RU,5039,12456.22,RUB,atm_withdrawal,RU,POS,DEV-28143775,,3789,5963.49,0,0
TXN20001632,2026-02-14T05:29:17,CUST100097,RU,1921,5277.03,RUB,p2p_transfer,RU,mobile_app,DEV-99429191,RU,3802,7840.06,0,0
TXN20001633,2026-02-26T09:44:03,CUST100097,RU,8754,1703.5,RUB,p2p_transfer,RU,mobile_app,DEV-28143775,RU,3814,6985.71,0,0
TXN20001634,2026-03-24T10:04:59,CUST100097,RU,3095,6615.25,RUB,atm_withdrawal,RU,online,DEV-78633227,RU,3840,1703.5,0,0
TXN20001635,2026-05-03T12:01:22,CUST100097,RU,6699,4809.72,RUB,p2p_transfer,RU,online,DEV-99429191,RU,3880,4809.72,0,0
TXN20001636,2026-05-07T07:03:16,CUST100097,RU,5606,3183.35,RUB,p2p_transfer,RU,mobile_app,DEV-28143775,RU,3884,4809.72,0,0
TXN20001637,2026-05-17T06:12:38,CUST100097,RU,9956,"4 185,38",RUB,atm_withdrawal,RU,POS,DEV-28143775,,3894,3996.54,0,0
TXN20001638,2026-05-30T03:25:18,CUST100097,RU,4366,2354.22,RUB,atm_withdrawal,RU,online,DEV-78633227,RU,3907,4059.48,0,0
TXN20001639,2026-05-31T10:07:47,CUST100097,RU,2122,5070.72,RUB,atm_withdrawal,RU,POS,DEV-99429191,,3908,3633.17,0,0
TXN20001640,2026-06-20T07:00:30,CUST100097,RU,9258,1135.87,RUB, CRYPTO_EXCHANGE ,RU,POS,DEV-28143775,,3928,3712.47,0,0
TXN20001641,2026-06-25T11:14:34,CUST100097,RU,2372,5095.65,RUB,p2p_transfer,RU,POS,DEV-28143775,,3933,2853.61,0,0
TXN20001642,2026-08-17T10:49:55,CUST100097,RU,2002,3475.61,RUB,p2p_transfer,RU,ATM,DEV-99429191,,3986,3475.61,0,0
TXN20001643,2025-12-02T04:28:42,CUST100098,RU,6375,6330.38,RUB,pharmacy,RU,POS,DEV-64528951,,2559,6330.38,0,0
TXN20001644,2025-12-03T10:53:43,CUST100098,RU,9124,2005.86,RUB,transport,RU,ATM,DEV-28612383,,2560,6330.38,0,0
TXN20001645,2026-03-05T02:18:16,CUST100098,RU,3288,1605.99,RUB,Utility_payment,RU,POS,DEV-48555920,,2652,1605.99,0,0
TXN20001646,2026-03-17T07:46:39,CUST100098,RU,7776,2059.39,RUB,transport,RU,mobile_app,DEV-64528951,RU,2664,1605.99,0,0
TXN20001647,2026-03-28T08:26:30,CUST100098,RU,4291,955.13,RUB,utility_payment,RU,online,DEV-28612383,RU,2675,1832.69,0,0
TXN20001648,2026-04-03T00:44:34,CUST100098,RU,9120,1405.23,RUB,pharmacy,RU,POS,DEV-28612383,,2681,1540.17,0,0
TXN20001649,2026-05-18T07:00:11,CUST100098,RU,,811.01,RUB,pharmacy,RU,online,DEV-28612383,RU,2726,811.01,0,0
TXN20001650,2026-07-09T06:43:03,CUST100098,RU,5743,5069.48,RUB,gambling,RU,mobile_app,DEV-64528951,RU,2778,5069.48,0,0
TXN20001651,2025-09-05T02:59:40,CUST100099,TR,1413,2505.87,RUB,clothing,TR,mobile_app,,TR,2505,2505.87,0,0
TXN20001652,2025-09-14T18:11:04,CUST100099,TR,8501,452.09,RUB,jewelry,TR,POS,DEV-88015596,,2514,2505.87,0,0
TXN20001653,2025-09-24T21:40:54,CUST100099,TR,8396,1451.63,RUB,jewelry,TR,POS,DEV-88015596,,2524,1478.98,0,0
TXN20001654,2025-09-27T00:13:27,CUST100099,TR,5155,546.0,RUB,,TR,POS,DEV-35706979,,2527,1469.86,0,0
TXN20001655,2025-11-17T19:03:37,CUST100099,,9077,802.54,RUB,crypto_exchange,TR,online,,TR,2578,802.54,0,0
TXN20001656,2025-12-04T18:10:10,CUST100099,TR,7894,1238.29,RUB,,TR,online,DEV-35706979,TR,2595,802.54,0,0
TXN20001657,2026-01-20T17:50:16,CUST100099,TR,2105,1024.19,RUB,clothing,TR,mobile_app,DEV-88015596,TR,2642,1024.19,0,0
TXN20001658,2026-03-06T16:49:23,CUST100099,TR,4192,1298.39,RUB,jewelry,TR,online,DEV-35706979,TR,2687,1298.39,0,0
TXN20001659,2026-03-08T21:01:13,CUST100099,TR,4272,1399.35,RUB,crypto_exchange,TR,mobile_app,DEV-35706979,TR,2689,1298.39,0,0
TXN20001660,2026-03-18T23:32:27,CUST100099,TR,3119,1720.62,RUB,crypto_exchange,TR,POS,DEV-35706979,,2699,1348.87,0,0
TXN20001661,2026-04-02T14:09:51,CUST100099,TR,4541,688.86,RUB,entertainment,TR,POS,DEV-88015596,,2714,1472.79,0,0
TXN20001662,2026-04-13T16:40:05,CUST100099,TR,9654,810.47,RUB,clothing,TR,online,DEV-88015596,TR,2725,1204.74,0,0
TXN20001663,2026-04-17T20:00:35,CUST100099,TR,4725,1369.52,RUB,clothing,TR,online,DEV-35706979,TR,2729,1073.32,0,0
TXN20001664,2026-04-20T18:42:00,CUST100099,TR,8497,847.8,RUB,jewelry,TR,mobile_app,DEV-88015596,TR,2732,956.28,0,0
TXN20001665,2026-05-09T14:59:58,CUST100099,TR,3681,646.65,RUB, ENTERTAINMENT ,TR,POS,DEV-35706979,,2751,1009.26,0,0
TXN20001666,2026-06-05T21:24:12,CUST100099,TR,3650,1639.95,RUB,crypto_exchange,TR,mobile_app,DEV-35706979,TR,2778,646.65,0,0
TXN20001667,2026-06-24T22:22:11,CUST100099,TR,9592,370.78,RUB,crypto_exchange,TR,online,DEV-88015596,TR,2797,1639.95,0,0
TXN20001668,2026-07-06T20:01:26,CUST100099,TR,7708,1231.57,RUB,jewelry,TR,POS,DEV-88015596,,2809,370.78,0,0
TXN20001669,2026-07-17T22:38:53,CUST100099,TR,2820,2626.14,RUB,jewelry,TR,POS,DEV-35706979,,2820,801.18,0,0
TXN20001670,2026-07-18T20:03:37,CUST100099,TR,8092,836.75,RUB,crypto_exchange,TR,POS,DEV-35706979,,2821,1409.5,0,0
TXN20001671,2026-08-12T22:39:28,CUST100099,TR,2293,3695.57,RUB,jewelry,TR,mobile_app,DEV-88015596,TR,2846,1731.44,0,0
TXN20001672,27.08.2026 17:04,CUST100099,TR,1009,511.54,RUB,entertainment,TR,POS,,,2861,3695.57,0,0
